2	0.0107781972	0.0107781972
3	0.0023973016	0.0021553244
4	0.0006111532	0.0005037675
5	0.0001689895	0.0001108303
6	0.0000493298	0.0000254547
7	0.0000149701	0.0000061117
8	0.0000046777	0.0000014458
9	0.0000014954	0.0000003487
10	0.0000004869	0.0000000859
11	0.0000001609	0.0000000210
12	0.0000000539	0.0000000052
13	0.0000000182	0.0000000013
14	0.0000000062	0.0000000003
15	0.0000000021	0.0000000001
16	0.0000000007	0.0000000000
17	0.0000000003	0.0000000000
18	0.0000000001	0.0000000000
19	0.0000000000	0.0000000000
20	0.0000000000	0.0000000000
21	0.0000000000	0.0000000000
22	0.0000000000	0.0000000000
23	0.0000000000	0.0000000000
24	0.0000000000	0.0000000000
25	0.0000000000	0.0000000000
26	0.0000000001	0.0000000000
27	0.0000000001	0.0000000000
28	0.0000000002	0.0000000000
29	0.0000000003	0.0000000000
30	0.0000000008	0.0000000000
31	0.0000000012	0.0000000000
32	0.0000000020	0.0000000000
33	0.0000000046	0.0000000000
34	0.0000000086	0.0000000000
35	0.0000000162	0.0000000000
36	0.0000000488	0.0000000000
37	0.0000000651	0.0000000000
38	0.0000001737	0.0000000000
39	0.0000004228	0.0000000000
40	0.0000003961	0.0000000000
41	0.0000009581	0.0000000000
42	0.0000018276	0.0000000000
43	0.0000041837	0.0000000000
44	0.0000067123	0.0000000000
45	0.0000146612	0.0000000000
46	0.0000287629	0.0000000000
47	0.0000439640	0.0000000000
48	0.0000978999	0.0000000000
49	0.0002144222	0.0000000000
50	0.0003906534	0.0000000000
