1.00000000000000	-5.39798365726859
1.30102999566398	-6.42986635882078
1.47712125471966	-6.79076524445669
1.60205999132796	-7.06647966868180
1.69897000433602	-7.30340946756840
1.77815125038364	-7.53506979696053
1.84509804001426	-7.78677076508272
1.90308998699194	-8.02031215543919
1.95424250943932	-8.22615256040029
2.00000000000000	-8.41021069161759
2.04139268515822	-8.57661617227621
2.07918124604762	-8.72841411011015
2.11394335230684	-8.86807967559524
2.14612803567824	-8.99733087541526
2.17609125905568	-9.11766919423565
2.20411998265593	-9.23013935236255
2.23044892137827	-9.33581303659843
2.25527250510331	-9.43544527814254
2.27875360095283	-9.52977261924083
2.30102999566398	-9.61902805995201
