10.00000000000000	-4.70730182872760
20.00000000000000	-4.64239287297134
30.00000000000000	-4.68555047841732
40.00000000000000	-4.74539463048403
50.00000000000000	-4.82775522560255
60.00000000000000	-4.94025151482328
70.00000000000000	-5.07301675360817
80.00000000000000	-5.18919780959355
90.00000000000000	-5.29164378068326
100.00000000000000	-5.38329804189927
110.00000000000000	-5.46609946421634
120.00000000000000	-5.54173144429048
130.00000000000000	-5.61135364106257
140.00000000000000	-5.67580348142414
150.00000000000000	-5.73570866794952
160.00000000000000	-5.79173061359421
170.00000000000000	-5.84448851303771
180.00000000000000	-5.89417256321688
190.00000000000000	-5.94109448632035
200.00000000000000	-5.98565798638288
